"(1, 151019789)","(1, 151019787)","(1, 151019785)","(1, 151019784)","(2, 151019789)","(2, 151019787)","(2, 151019785)","(2, 151019784)","(3, 151019789)","(3, 151019787)","(3, 151019785)","(3, 151019784)","(4, 151019789)","(4, 151019787)","(4, 151019785)","(4, 151019784)","(5, 151019789)","(5, 151019787)","(5, 151019785)","(5, 151019784)","(6, 151019789)","(6, 151019787)","(6, 151019785)","(6, 151019784)","(7, 151019789)","(7, 151019787)","(7, 151019785)","(7, 151019784)","(8, 151019789)","(8, 151019787)","(8, 151019785)","(8, 151019784)","(9, 151019789)","(9, 151019787)","(9, 151019785)","(9, 151019784)","(10, 151019789)","(10, 151019787)","(10, 151019785)","(10, 151019784)","(11, 151019789)","(11, 151019787)","(11, 151019785)","(11, 151019784)","(12, 151019789)","(12, 151019787)","(12, 151019785)","(12, 151019784)","(13, 151019789)","(13, 151019787)","(13, 151019785)","(13, 151019784)","(14, 151019789)","(14, 151019787)","(14, 151019785)","(14, 151019784)","(15, 151019789)","(15, 151019787)","(15, 151019785)","(15, 151019784)","(16, 151019789)","(16, 151019787)","(16, 151019785)","(16, 151019784)","(17, 151019789)","(17, 151019787)","(17, 151019785)","(17, 151019784)","(18, 151019789)","(18, 151019787)","(18, 151019785)","(18, 151019784)","(19, 151019789)","(19, 151019787)","(19, 151019785)","(19, 151019784)","(20, 151019789)","(20, 151019787)","(20, 151019785)","(20, 151019784)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2.78912427082595,0,0,0,2.60257748083920,0,0,0,2.24383472871559,0,0,0,2.93684482516128,0,0,0,2.88723548558082,0,0,0,2.67146687901162,0,0,0,2.55495874824115,0,0,0,2.10452229653720,0,0,0,2.88951246651423,0,0,0,2.69079830085084,0,0,0,2.43198935387811,0,0,0,2.70390808074146,0,0,0,2.51407041829557,0,0,0,2.47257187901972,0,0,0,2.69067498796272,0,0,0,2.71169560954142,0,0,0,2.71088801940332,0,0,0,2.67574530140436,0,0,0,2.62764221291786,0,0,0,2.40021219872890
0,0,0,3.20062120478164,0,0,0,3.06948096189966,0,0,0,2.91128907056516,0,0,0,3.11192026959770,0,0,0,2.75155736291231,0,0,0,2.97165962178244,0,0,0,3.11849908481092,0,0,0,3.42341469549357,0,0,0,2.89633781575419,0,0,0,3.05192221312045,0,0,0,3.16412494520732,0,0,0,3.19730731072717,0,0,0,2.55650605190200,0,0,0,2.83723658901652,0,0,0,2.66537015515440,0,0,0,3.11001203201538,0,0,0,2.88776297794720,0,0,0,3.30894945350333,0,0,0,2.96403322431824,0,0,0,3.22356278237998
0,3.52200226560456,3.26129998247101,3.07781623718165,0,3.93987047168947,3.49214377214345,2.94979781752736,0,3.42732764467305,4.22083135154190,4.58184041306228,0,3.09696438336550,3.53824362354651,3.14217462613132,0,3.74320318799420,3.76117605992248,3.10452846089242,0,3.46145497913312,3.78055362024350,3.14201742554299,0,2.55303247131283,4.31256509024409,3.18099032460132,0,3.74771393667403,3.06357922312332,3.72599479875854,0,3.21652041118832,3.98871276818668,3.71246889754895,0,3.66129042417971,3.83897885090786,2.69741540208315,0,3.39783059944502,4.06798074680766,3.39588065559078,0,3.23304772833219,2.94723816818171,3.08453415799629,0,2.81390278207506,3.90957932691541,3.11589751645425,0,3.11411971549094,4.12100734560307,3.38173728721129,0,2.86317711572789,4.22026268934096,3.30968353811497,0,3.01784938562526,4.23375465051014,2.88964377232104,0,3.20981763505793,4.49492085177819,3.24218723524175,0,3.50447125827341,3.87117816356032,3.71732085503637,0,3.36067137231829,4.00150864235730,3.03164022304210,0,2.68262859300374,3.29505617245821,2.87303113378353
0,3.68641268947740,4.97901752782897,4.08773124443894,0,3.14410556188956,5.21690894201121,3.60497397014263,0,3.24503184953049,3.91170744876330,3.35769314605563,0,3.61915916902721,3.85954606815494,3.17751949026264,0,3.97855860143392,4.52163565099587,3.04821833750718,0,3.71948971451671,3.76172833930700,3.60644969416839,0,3.28647940190841,4.10094446311813,2.82247001931193,0,3.51268471783753,3.72903708760288,3.59391011770306,0,3.12629304878406,3.77126721788240,3.54225586072397,0,3.05878949216775,4.00684845531027,3.37147376244722,0,3.26866778457775,3.88245006089885,3.61479836669489,0,3.92904238333487,3.80299696709310,2.60320644617845,0,3.53093189028269,4.54658165289098,2.97284758833742,0,3.92683836771084,4.14906807990091,3.41744344763969,0,3.54302122562282,3.63195830192246,3.42831054419719,0,3.59552558038314,3.86884527849371,3.26582145118384,0,3.36224318725141,3.79716198545537,3.81601021292020,0,3.85860659351072,3.82058139306192,3.96868153637456,0,2.95788859115374,4.72016355622157,3.83314793826976,0,3.82975399178683,4.02440031940405,3.77332883819455
0,3.53605487083294,4.26113998132838,3.72233544257311,0,3.77745797283210,5.06698818543988,3.56217466567406,0,4.13011883157731,4.94112144553475,4.02862062811127,0,3.87644591900116,3.99360347143976,4.29994618288655,0,4.17539280808630,4.78885141986985,3.51205965354970,0,3.39021865673124,5.01762874794031,4.23785995491666,0,3.91828488258951,4.16998047261126,4.18177738959563,0,3.77118801938450,4.69915104538578,4.02239636730234,0,3.65578617154025,4.59352617157584,3.52678107246698,0,3.28903535830642,3.79382842473402,3.48002804174006,0,3.72309929149551,4.24868841233278,3.30229443217222,0,3.89347229475846,4.84703988490122,4.39420964659322,0,4.79738481282439,5.42680484863267,3.53167013918792,0,4.55069672816763,5.29433423133341,3.09215516625180,0,3.83536868376016,4.74196981579065,4.34609130401187,0,4.24164402544866,4.51664727715232,3.53409672226081,0,3.65773618503291,4.56942657766102,3.56988532848117,0,4.16149583184388,4.69832687640720,4.21884525816700,0,3.88453426723124,5.17347513719970,4.76106401230992,0,3.67228800330128,4.76464056672993,4.26242202504398
5.92190372596493,4.12344471058741,4.68222708109807,4.21336808445784,5.33379530967428,4.30457962252716,4.42552482144202,4.41237101046885,4.85482542589466,3.82452672589438,4.97603731411385,4.01774448951565,5.48234277550569,4.03016824252861,4.88209135911726,4.91395703254459,5.25894305870767,3.71401771026352,4.21711195207303,3.91449069021070,6.12766197108606,5.01933045030712,4.92422129391327,4.34997310396845,5.75678046033752,3.10300051099492,4.85316106534462,4.25916570937471,5.72753084236136,4.51415932115728,4.37671400961190,3.75901555945967,5.72095566960355,4.49360389252813,4.18278625296475,4.28353690367904,4.39787775125119,3.23259401537862,4.14163550531420,3.57737349284391,4.78717034737869,3.88058419279810,4.59633423611369,3.94581205255964,5.32107413639805,4.25877992565779,4.55012409511812,3.76234036943944,5.27754555173979,3.80441161334712,4.45711862638181,4.05395191532466,5.76406356774806,4.11308530439781,4.96547026124532,4.09653642842478,5.31555960789955,4.25443713473184,4.35757817956173,4.50984655081712,6.24170790437420,4.40301599580888,4.60596588039303,4.12619317435985,5.21835245541831,5.00465759672046,5.30929593265607,4.20628365564904,5.37686431024393,3.97543731564099,4.47941248999075,3.68757137996139,5.73283045807269,4.43053004316102,4.92963696576905,4.22995613172958,4.01062971282449,4.02781815006139,3.79255991336324,4.51899837044576
5.19541244087887,4.18897846920563,5.40246986089513,3.29623226990403,6.25227397280570,4.62119448787594,5.51733142877524,4.55717559220705,5.65367928162319,4.37981741802782,5.24557970107843,5.33245460572021,5.84208381496330,4.63352423044514,5.27125754617728,4.94676284089373,6.47138001538600,4.11411196015071,5.20444386952754,4.60687132651592,5.44531948593699,3.93468061038101,4.62810415969303,4.32121652136551,6.89653520538087,4.06262809816734,5.97967527171848,4.53141571360839,6.71417983625283,3.84946134171535,5.31576830822575,3.80098751596636,7.47444632367577,4.23706204115530,5.00244835539512,4.52397200381373,6.59089821332386,4.98931878267582,4.83414781558814,4.47889910685689,6.58245723917434,4.79362752304412,5.50659608414865,5.32534745438793,5.50263214396611,4.83235926554440,3.81068748587432,4.86195371314091,5.95692927544102,4.71787691857205,5.39693153087620,4.49746607679356,6.81277513051463,4.32669805325416,5.06849981980419,4.30111369146685,6.33846410657449,4.62166511137945,4.74039655352430,4.36471202551746,5.86069801244164,4.21160607139454,5.34846555587074,4.63945595025494,6.00395193094783,3.71257461710124,5.17790461173392,3.76620835866911,6.96929085067594,4.58131317479178,4.93222359686091,4.53015676179835,7.08478182235164,3.96610182783185,4.59761499334690,4.68469304206448,6.07704144788983,5.00194874271764,5.31634738817482,3.95052060148573
7.48093381784646,4.41884779166065,5.51562792693445,4.33141528964721,6.00503627887759,5.22365464375716,6.25795281582962,4.92371187110057,5.92847647633493,5.15185786252271,6.62142149753443,4.07543526623017,7.25435377684233,4.76211310105465,6.54009510006617,4.66204372540212,6.28972300471268,5.57075917088335,6.27798859175434,4.18627077426857,6.19502524235446,4.62149505888476,6.15578109397944,5.41552157860771,6.81869385060658,5.08948420928061,5.76601253962401,5.25907799164151,5.77644530415065,5.30303975848138,5.33754081956495,5.42749753584682,6.13023668916115,5.02467525137234,5.41090247304853,4.29355624255350,6.98233289923187,4.91842430076830,6.19473253777779,4.74106667695644,6.16620163053659,4.03835963367185,5.40442835867893,4.86563685325704,6.30099531799965,4.62148551939954,5.03825760211510,5.44574414369874,5.30693554711074,3.98429462435753,5.39326364016012,4.61569545137108,6.57793712031578,4.06583548526542,6.11687088380316,4.67348098671182,5.84496892085041,5.04995358606668,4.90952667937790,4.76709052558390,5.93449545331325,4.84867941388634,5.47761431557781,5.07212886709736,6.62259826472898,4.25740188650677,5.76423665958906,4.60129153734320,6.92163388479336,4.47747801659818,6.45295147134743,5.04121386389922,6.55428646423876,5.37978883305531,5.25828548180874,5.11294424559857,6.47956625681421,5.15424293482510,5.77241119431791,5.62757864861330
